completion_rate,dtp2_rate,cost_total,cost_per_child,rate_poorest,rate_richest,equity_gap
0.9972,0.998,8871150,887.115,0.9981684981684982,0.9987394957983193,0.0005709976298211572
0.9965,0.997,8912050,891.205,1.0,0.9974533106960951,-0.002546689303904892
0.9964,0.997,8908500,890.85,0.9982185273159145,0.996232733361239,-0.0019857939546755743
0.9971,0.998,8889750,888.975,0.9974953036944271,0.9974326059050064,-6.269778942069593e-05
0.9958,0.9967,8842100,884.21,1.0,0.9957965531736024,-0.004203446826397617
0.9968,0.9973,8829600,882.96,0.9987864077669902,0.99875,-3.6407766990209645e-05
0.9975,0.9981,8961150,896.115,0.9975990396158463,0.9991607217792698,0.0015616821634235611
0.9966,0.9975,8732050,873.205,0.9982227488151659,0.9969995713673382,-0.001223177447827739
0.9979,0.9979,8949100,894.91,1.0,0.9987468671679198,-0.0012531328320801727
0.9973,0.9977,8901650,890.165,0.9987819732034104,0.998288403936671,-0.0004935692667394909
0.9977,0.9983,8965600,896.56,0.9993642720915448,0.9982751185855973,-0.0010891535059475155
0.9964,0.9975,8870850,887.085,1.0,0.9953566905867455,-0.004643309413254526
0.9967,0.9972,8741150,874.115,0.9976190476190476,0.997431506849315,-0.00018754076973259703
0.9966,0.9971,8897900,889.79,1.0,0.9974758098443416,-0.0025241901556584123
0.9969,0.9972,8790100,879.01,1.0,0.9961945031712474,-0.0038054968287526414
0.9973,0.9976,8923150,892.315,0.9993961352657005,0.9987217724755006,-0.0006743627901998339
0.9969,0.9971,8938950,893.895,0.9993834771886559,0.9983029274501485,-0.0010805497385074636
0.9967,0.9974,8902000,890.2,1.0,0.9970225435984688,-0.002977456401531242
0.996,0.9967,8885700,888.57,0.9988590986879635,0.9986847873739588,-0.00017431131400469368
0.9967,0.9971,8767350,876.735,0.9993943064809206,0.997889404812157,-0.001504901668763603
0.9969,0.9972,8887000,888.7,0.9993954050785974,0.9982532751091703,-0.0011421299694270859
0.9975,0.9978,8782950,878.295,0.998780487804878,0.9979009235936188,-0.0008795642112592317
0.9973,0.9981,8885050,888.505,0.9982078853046595,0.9961767204757859,-0.002031164828873666
0.9966,0.9968,8888350,888.835,1.0,0.9974093264248705,-0.002590673575129543
0.9971,0.9975,8857400,885.74,0.9982456140350877,0.9987046632124352,0.0004590491773475147
0.9965,0.9973,8868600,886.86,0.9987639060568603,0.9961815867628341,-0.002582319294026192
0.9963,0.9974,8792400,879.24,1.0,0.996542783059637,-0.0034572169403630504
0.9973,0.9979,8871550,887.155,0.9975903614457832,0.9991308126901347,0.0015404512443515372
0.997,0.9972,8868250,886.825,0.9988116458704694,0.9974037213327563,-0.0014079245377131011
0.9964,0.9967,8806650,880.665,0.9987484355444305,0.9974958263772955,-0.0012526091671349882
0.9967,0.9975,8889600,888.96,0.9982517482517482,0.9978867286559594,-0.00036501959578882914
0.9973,0.9978,8782200,878.22,0.9993935718617344,0.9983402489626556,-0.001053322899078779
0.9964,0.9967,8869450,886.945,0.9993738259236068,0.9983000424989376,-0.001073783424669239
0.9961,0.9968,8815750,881.575,0.9993777224642191,0.9979105725031342,-0.0014671499610848793
0.9956,0.9962,8929550,892.955,0.99812734082397,0.9949302915082383,-0.003197049315731726
0.9972,0.9977,8837350,883.735,0.9981412639405205,0.9991445680068435,0.0010033040663229853
0.9963,0.9967,8850000,885.0,0.9988009592326139,0.9961323592608509,-0.0026685999717630526
0.9969,0.9975,8891950,889.195,0.9993997599039616,0.9975103734439834,-0.0018893864599781596
0.9974,0.9976,8841800,884.18,0.9987878787878788,0.9982935153583617,-0.0004943634295170307
0.9971,0.9976,8891900,889.19,0.9988073941562313,0.9979140592407175,-0.0008933349155137993
0.9974,0.9981,8841600,884.16,0.9974826935179358,0.9983179142136249,0.0008352206956890873
0.9977,0.9981,8912500,891.25,0.998159509202454,0.9995787700084247,0.0014192608059706568
0.9962,0.9968,8844200,884.42,0.9975728155339806,0.9957591178965225,-0.0018136976374580893
