alpha,mean_q,ood_freq,final_penalty,action_0_pct,action_1_pct,action_2_pct,action_3_pct,action_4_pct
0.1,1.0427077604350479,28.603749191984488,-0.015940838074517398,17.711700064641242,20.20038784744667,33.4841628959276,6.1409179056237875,22.4628312863607
0.5,1.0529813833555037,24.919198448610214,-0.015766719329962854,21.17000646412411,14.414996767937943,39.49579831932773,5.009696186166774,19.90950226244344
1.0,1.0654675159440274,25.953458306399483,-0.01705738382567509,19.48933419521655,16.93600517129929,37.62120232708468,7.239819004524888,18.713639301874597
2.0,1.0928910256691946,26.890756302521005,-0.019574588556751645,20.976082740788623,17.259211376858435,34.87394957983193,6.302521008403361,20.588235294117645
5.0,1.2593476508482295,28.862314156431804,-0.03338959889178574,19.166127989657404,15.610859728506787,36.36069812540401,6.334841628959276,22.52747252747253
